INDEX,RCR,DATE,TIME,VALID,LATITUDE,N/S,LONGITUDE,E/W,HEIGHT,SPEED,DISTANCE,
2137,S,2008/06/03,08:07:39.000,SPS,52.957856,N,6.523347,E,54.304 m,84.751 km/h,4.56 m,
2138,S,2008/06/03,08:07:39.200,SPS,52.957825,N,6.523307,E,54.287 m,82.820 km/h,4.33 m,
2139,S,2008/06/03,08:07:39.400,SPS,52.957796,N,6.523266,E,54.290 m,81.145 km/h,4.30 m,
2140,S,2008/06/03,08:07:39.600,SPS,52.957768,N,6.523223,E,54.190 m,80.790 km/h,4.25 m,
2141,S,2008/06/03,08:07:39.800,SPS,52.957742,N,6.523181,E,54.140 m,78.959 km/h,4.04 m,
2142,S,2008/06/03,08:07:40.000,SPS,52.957718,N,6.523136,E,54.203 m,78.658 km/h,4.05 m,
2143,S,2008/06/03,08:07:40.200,SPS,52.957694,N,6.523088,E,54.187 m,78.400 km/h,4.20 m,
2144,S,2008/06/03,08:07:40.400,SPS,52.957672,N,6.523037,E,54.258 m,78.896 km/h,4.20 m,
2145,S,2008/06/03,08:07:40.600,SPS,52.957652,N,6.522983,E,54.345 m,79.133 km/h,4.26 m,
2146,S,2008/06/03,08:07:40.800,SPS,52.957633,N,6.522928,E,54.563 m,79.166 km/h,4.26 m,
2147,S,2008/06/03,08:07:41.000,SPS,52.957616,N,6.522870,E,54.671 m,80.150 km/h,4.33 m,
2148,S,2008/06/03,08:07:41.200,SPS,52.957601,N,6.522810,E,54.772 m,81.158 km/h,4.37 m,
2149,S,2008/06/03,08:07:41.400,SPS,52.957586,N,6.522747,E,54.809 m,81.828 km/h,4.51 m,
2150,S,2008/06/03,08:07:41.600,SPS,52.957574,N,6.522684,E,54.922 m,82.844 km/h,4.49 m,
2151,S,2008/06/03,08:07:41.800,SPS,52.957565,N,6.522616,E,55.096 m,83.999 km/h,4.64 m,
2152,S,2008/06/03,08:07:42.000,SPS,52.957558,N,6.522547,E,55.227 m,85.574 km/h,4.73 m,
2153,S,2008/06/03,08:07:42.200,SPS,52.957551,N,6.522478,E,55.239 m,86.748 km/h,4.72 m,
2154,S,2008/06/03,08:07:42.400,SPS,52.957545,N,6.522405,E,55.200 m,88.131 km/h,4.90 m,
2155,S,2008/06/03,08:07:42.600,SPS,52.957538,N,6.522331,E,55.202 m,89.399 km/h,5.05 m,
2156,S,2008/06/03,08:07:42.800,SPS,52.957531,N,6.522258,E,55.320 m,90.505 km/h,4.98 m,
2157,S,2008/06/03,08:07:43.000,SPS,52.957523,N,6.522184,E,55.499 m,91.613 km/h,5.03 m,
2158,S,2008/06/03,08:07:43.200,SPS,52.957513,N,6.522110,E,55.630 m,93.088 km/h,5.12 m,
2159,S,2008/06/03,08:07:43.400,SPS,52.957501,N,6.522036,E,55.675 m,93.935 km/h,5.12 m,
2160,S,2008/06/03,08:07:43.600,SPS,52.957486,N,6.521963,E,55.686 m,94.581 km/h,5.20 m,
2161,S,2008/06/03,08:07:43.800,SPS,52.957469,N,6.521889,E,55.684 m,95.791 km/h,5.32 m,
2162,S,2008/06/03,08:07:44.000,SPS,52.957450,N,6.521816,E,55.756 m,96.378 km/h,5.40 m,
2163,S,2008/06/03,08:07:44.200,SPS,52.957428,N,6.521746,E,55.810 m,96.010 km/h,5.27 m,
2164,S,2008/06/03,08:07:44.400,SPS,52.957404,N,6.521679,E,55.788 m,96.546 km/h,5.21 m,
2165,S,2008/06/03,08:07:44.600,SPS,52.957377,N,6.521614,E,55.776 m,97.018 km/h,5.31 m,
2166,S,2008/06/03,08:07:44.800,SPS,52.957349,N,6.521551,E,55.747 m,97.737 km/h,5.31 m,
2167,S,2008/06/03,08:07:45.000,SPS,52.957316,N,6.521490,E,55.654 m,98.895 km/h,5.47 m,
2168,S,2008/06/03,08:07:45.200,SPS,52.957282,N,6.521430,E,55.549 m,99.901 km/h,5.53 m,
2169,S,2008/06/03,08:07:45.400,SPS,52.957245,N,6.521373,E,55.490 m,100.831 km/h,5.60 m,
2170,S,2008/06/03,08:07:45.600,SPS,52.957206,N,6.521319,E,55.238 m,101.842 km/h,5.70 m,
2171,S,2008/06/03,08:07:45.800,SPS,52.957165,N,6.521267,E,54.988 m,102.211 km/h,5.73 m,
2172,S,2008/06/03,08:07:46.000,SPS,52.957123,N,6.521218,E,54.993 m,102.112 km/h,5.79 m,
2173,S,2008/06/03,08:07:46.200,SPS,52.957077,N,6.521174,E,54.806 m,103.701 km/h,5.84 m,
2174,S,2008/06/03,08:07:46.400,SPS,52.957030,N,6.521134,E,54.576 m,105.376 km/h,5.89 m,
2175,S,2008/06/03,08:07:46.600,SPS,52.956980,N,6.521095,E,54.279 m,105.783 km/h,6.17 m,
2176,S,2008/06/03,08:07:46.800,SPS,52.956929,N,6.521058,E,53.888 m,107.684 km/h,6.23 m,
2177,S,2008/06/03,08:07:47.000,SPS,52.956876,N,6.521026,E,53.651 m,109.853 km/h,6.27 m,
2178,S,2008/06/03,08:07:47.200,SPS,52.956822,N,6.521000,E,53.670 m,111.306 km/h,6.25 m,
2179,S,2008/06/03,08:07:47.400,SPS,52.956767,N,6.520975,E,53.831 m,112.930 km/h,6.38 m,
2180,S,2008/06/03,08:07:47.600,SPS,52.956708,N,6.520956,E,53.877 m,115.520 km/h,6.61 m,
2181,S,2008/06/03,08:07:47.800,SPS,52.956649,N,6.520941,E,53.923 m,117.799 km/h,6.63 m,
2182,S,2008/06/03,08:07:48.000,SPS,52.956590,N,6.520930,E,53.794 m,119.469 km/h,6.63 m,
2183,S,2008/06/03,08:07:48.200,SPS,52.956527,N,6.520927,E,53.821 m,120.592 km/h,7.10 m,
2184,S,2008/06/03,08:07:48.400,SPS,52.956462,N,6.520921,E,53.835 m,122.607 km/h,7.16 m,
2185,S,2008/06/03,08:07:48.600,SPS,52.956397,N,6.520919,E,53.878 m,123.458 km/h,7.23 m,
2186,S,2008/06/03,08:07:48.800,SPS,52.956333,N,6.520919,E,54.091 m,124.693 km/h,7.21 m,
2187,S,2008/06/03,08:07:49.000,SPS,52.956270,N,6.520920,E,54.057 m,124.863 km/h,7.00 m,
2188,S,2008/06/03,08:07:49.200,SPS,52.956207,N,6.520922,E,54.067 m,124.278 km/h,6.98 m,
2189,S,2008/06/03,08:07:49.400,SPS,52.956144,N,6.520924,E,54.154 m,123.236 km/h,7.05 m,
2190,S,2008/06/03,08:07:49.600,SPS,52.956080,N,6.520928,E,54.096 m,121.532 km/h,7.08 m,
2191,S,2008/06/03,08:07:49.800,SPS,52.956017,N,6.520931,E,53.913 m,119.703 km/h,6.99 m,
2192,S,2008/06/03,08:07:50.000,SPS,52.955956,N,6.520934,E,53.814 m,118.107 km/h,6.78 m,
2193,S,2008/06/03,08:07:50.200,SPS,52.955897,N,6.520936,E,53.824 m,115.996 km/h,6.59 m,
2194,S,2008/06/03,08:07:50.400,SPS,52.955840,N,6.520938,E,53.833 m,113.227 km/h,6.32 m,
2195,S,2008/06/03,08:07:50.600,SPS,52.955784,N,6.520941,E,53.787 m,110.527 km/h,6.29 m,
2196,S,2008/06/03,08:07:50.800,SPS,52.955729,N,6.520942,E,53.757 m,108.507 km/h,6.11 m,
2197,S,2008/06/03,08:07:51.000,SPS,52.955675,N,6.520944,E,53.773 m,105.961 km/h,5.97 m,
2198,S,2008/06/03,08:07:51.200,SPS,52.955623,N,6.520944,E,53.810 m,103.774 km/h,5.82 m,
2199,S,2008/06/03,08:07:51.400,SPS,52.955572,N,6.520944,E,53.789 m,101.374 km/h,5.63 m,
2200,S,2008/06/03,08:07:51.600,SPS,52.955522,N,6.520944,E,53.688 m,99.463 km/h,5.60 m,
2201,S,2008/06/03,08:07:51.800,SPS,52.955473,N,6.520942,E,53.634 m,97.440 km/h,5.45 m,
2202,S,2008/06/03,08:07:52.000,SPS,52.955426,N,6.520938,E,53.472 m,95.452 km/h,5.22 m,
2203,S,2008/06/03,08:07:52.200,SPS,52.955380,N,6.520935,E,53.275 m,93.108 km/h,5.17 m,
2204,S,2008/06/03,08:07:52.400,SPS,52.955337,N,6.520929,E,53.196 m,91.081 km/h,4.85 m,
2205,S,2008/06/03,08:07:52.600,SPS,52.955293,N,6.520919,E,53.266 m,89.729 km/h,4.91 m,
2206,S,2008/06/03,08:07:52.800,SPS,52.955250,N,6.520906,E,53.267 m,88.441 km/h,4.87 m,
2207,S,2008/06/03,08:07:53.000,SPS,52.955207,N,6.520892,E,53.317 m,87.521 km/h,4.88 m,
2208,S,2008/06/03,08:07:53.200,SPS,52.955165,N,6.520874,E,53.300 m,86.878 km/h,4.75 m,
2209,S,2008/06/03,08:07:53.400,SPS,52.955125,N,6.520853,E,53.321 m,86.977 km/h,4.73 m,
2210,S,2008/06/03,08:07:53.600,SPS,52.955086,N,6.520825,E,53.394 m,86.728 km/h,4.75 m,
2211,S,2008/06/03,08:07:53.800,SPS,52.955047,N,6.520792,E,53.512 m,87.988 km/h,4.85 m,
2212,S,2008/06/03,08:07:54.000,SPS,52.955009,N,6.520756,E,53.592 m,87.802 km/h,4.86 m,
2213,S,2008/06/03,08:07:54.200,SPS,52.954973,N,6.520716,E,53.628 m,87.975 km/h,4.86 m,
2214,S,2008/06/03,08:07:54.400,SPS,52.954939,N,6.520671,E,53.771 m,88.112 km/h,4.82 m,
2215,S,2008/06/03,08:07:54.600,SPS,52.954907,N,6.520625,E,53.786 m,87.013 km/h,4.68 m,
2216,S,2008/06/03,08:07:54.800,SPS,52.954876,N,6.520577,E,54.005 m,87.627 km/h,4.78 m,
2217,S,2008/06/03,08:07:55.000,SPS,52.954846,N,6.520525,E,54.258 m,88.161 km/h,4.87 m,
2218,S,2008/06/03,08:07:55.200,SPS,52.954817,N,6.520471,E,54.377 m,88.122 km/h,4.82 m,
2219,S,2008/06/03,08:07:55.400,SPS,52.954791,N,6.520413,E,54.508 m,88.033 km/h,4.85 m,
2220,S,2008/06/03,08:07:55.600,SPS,52.954768,N,6.520351,E,54.801 m,89.481 km/h,4.91 m,
2221,S,2008/06/03,08:07:55.800,SPS,52.954747,N,6.520285,E,54.956 m,90.496 km/h,5.01 m,
2222,S,2008/06/03,08:07:56.000,SPS,52.954726,N,6.520216,E,55.060 m,91.489 km/h,5.21 m,
2223,S,2008/06/03,08:07:56.200,SPS,52.954706,N,6.520143,E,55.241 m,93.086 km/h,5.34 m,
2224,S,2008/06/03,08:07:56.400,SPS,52.954690,N,6.520067,E,55.478 m,94.771 km/h,5.47 m,
2225,S,2008/06/03,08:07:56.600,SPS,52.954676,N,6.519986,E,55.616 m,96.807 km/h,5.63 m,
2226,S,2008/06/03,08:07:56.800,SPS,52.954667,N,6.519902,E,55.884 m,98.624 km/h,5.71 m,
2227,S,2008/06/03,08:07:57.000,SPS,52.954660,N,6.519817,E,56.004 m,100.862 km/h,5.78 m,
2228,S,2008/06/03,08:07:57.200,SPS,52.954654,N,6.519730,E,56.396 m,102.699 km/h,5.93 m,
2229,S,2008/06/03,08:07:57.400,SPS,52.954651,N,6.519640,E,56.509 m,104.637 km/h,6.04 m,
2230,S,2008/06/03,08:07:57.600,SPS,52.954650,N,6.519548,E,56.659 m,108.397 km/h,6.16 m,
2231,S,2008/06/03,08:07:57.800,SPS,52.954652,N,6.519453,E,56.641 m,111.644 km/h,6.41 m,
2232,S,2008/06/03,08:07:58.000,SPS,52.954655,N,6.519357,E,56.829 m,113.481 km/h,6.48 m,
2233,S,2008/06/03,08:07:58.200,SPS,52.954660,N,6.519256,E,57.104 m,116.469 km/h,6.81 m,
2234,S,2008/06/03,08:07:58.400,SPS,52.954666,N,6.519152,E,57.144 m,118.876 km/h,6.97 m,
2235,S,2008/06/03,08:07:58.600,SPS,52.954673,N,6.519049,E,57.125 m,121.424 km/h,6.96 m,
2236,S,2008/06/03,08:07:58.800,SPS,52.954680,N,6.518943,E,57.132 m,123.762 km/h,7.20 m,
2237,S,2008/06/03,08:07:59.000,SPS,52.954687,N,6.518835,E,57.257 m,125.773 km/h,7.27 m,
2238,S,2008/06/03,08:07:59.200,SPS,52.954693,N,6.518725,E,57.395 m,127.908 km/h,7.45 m,
2239,S,2008/06/03,08:07:59.400,SPS,52.954700,N,6.518614,E,57.525 m,129.385 km/h,7.50 m,
2240,S,2008/06/03,08:07:59.600,SPS,52.954706,N,6.518502,E,57.615 m,131.440 km/h,7.55 m,
2241,S,2008/06/03,08:07:59.800,SPS,52.954712,N,6.518389,E,57.816 m,133.604 km/h,7.63 m,
2242,S,2008/06/03,08:08:00.000,SPS,52.954716,N,6.518274,E,57.976 m,136.402 km/h,7.78 m,
2243,S,2008/06/03,08:08:00.200,SPS,52.954720,N,6.518156,E,58.176 m,138.518 km/h,7.92 m,
2244,S,2008/06/03,08:08:00.400,SPS,52.954722,N,6.518037,E,58.190 m,140.876 km/h,8.03 m,
2245,S,2008/06/03,08:08:00.600,SPS,52.954723,N,6.517917,E,58.273 m,143.013 km/h,8.01 m,
2246,S,2008/06/03,08:08:00.800,SPS,52.954724,N,6.517795,E,58.565 m,146.027 km/h,8.26 m,
2247,S,2008/06/03,08:08:01.000,SPS,52.954723,N,6.517668,E,58.558 m,149.140 km/h,8.55 m,
2248,S,2008/06/03,08:08:01.200,SPS,52.954721,N,6.517539,E,58.456 m,151.540 km/h,8.67 m,
2249,S,2008/06/03,08:08:01.400,SPS,52.954718,N,6.517404,E,58.613 m,153.698 km/h,9.02 m,
2250,S,2008/06/03,08:08:01.600,SPS,52.954714,N,6.517266,E,58.710 m,156.141 km/h,9.33 m,
2251,S,2008/06/03,08:08:01.800,SPS,52.954712,N,6.517131,E,58.634 m,156.557 km/h,9.09 m,
2252,S,2008/06/03,08:08:02.000,SPS,52.954709,N,6.516994,E,58.572 m,156.971 km/h,9.20 m,
2253,S,2008/06/03,08:08:02.200,SPS,52.954709,N,6.516858,E,58.329 m,155.348 km/h,9.11 m,
2254,S,2008/06/03,08:08:02.400,SPS,52.954709,N,6.516724,E,58.155 m,154.205 km/h,9.05 m,
2255,S,2008/06/03,08:08:02.600,SPS,52.954709,N,6.516590,E,58.025 m,152.416 km/h,9.01 m,
2256,S,2008/06/03,08:08:02.800,SPS,52.954710,N,6.516459,E,57.844 m,150.862 km/h,8.77 m,
2257,S,2008/06/03,08:08:03.000,SPS,52.954711,N,6.516331,E,57.662 m,148.656 km/h,8.60 m,
2258,S,2008/06/03,08:08:03.200,SPS,52.954713,N,6.516207,E,57.619 m,145.250 km/h,8.33 m,
2259,S,2008/06/03,08:08:03.400,SPS,52.954714,N,6.516086,E,57.448 m,142.871 km/h,8.17 m,
2260,S,2008/06/03,08:08:03.600,SPS,52.954717,N,6.515968,E,57.320 m,139.934 km/h,7.95 m,
2261,S,2008/06/03,08:08:03.800,SPS,52.954719,N,6.515854,E,57.275 m,135.773 km/h,7.67 m,
2262,S,2008/06/03,08:08:04.000,SPS,52.954720,N,6.515743,E,57.152 m,130.578 km/h,7.44 m,
2263,S,2008/06/03,08:08:04.200,SPS,52.954721,N,6.515636,E,56.827 m,127.080 km/h,7.20 m,
2264,S,2008/06/03,08:08:04.400,SPS,52.954722,N,6.515532,E,56.577 m,124.665 km/h,6.97 m,
2265,S,2008/06/03,08:08:04.600,SPS,52.954723,N,6.515430,E,56.398 m,121.592 km/h,6.89 m,
2266,S,2008/06/03,08:08:04.800,SPS,52.954724,N,6.515329,E,56.255 m,118.427 km/h,6.75 m,
2267,S,2008/06/03,08:08:05.000,SPS,52.954725,N,6.515233,E,56.168 m,115.342 km/h,6.51 m,
2268,S,2008/06/03,08:08:05.200,SPS,52.954727,N,6.515139,E,56.116 m,112.163 km/h,6.32 m,
2269,S,2008/06/03,08:08:05.400,SPS,52.954728,N,6.515048,E,56.162 m,108.603 km/h,6.11 m,
2270,S,2008/06/03,08:08:05.600,SPS,52.954729,N,6.514960,E,56.154 m,105.879 km/h,5.87 m,
2271,S,2008/06/03,08:08:05.800,SPS,52.954730,N,6.514877,E,56.085 m,103.241 km/h,5.58 m,
2272,S,2008/06/03,08:08:06.000,SPS,52.954730,N,6.514798,E,56.167 m,99.191 km/h,5.34 m,
2273,S,2008/06/03,08:08:06.200,SPS,52.954730,N,6.514719,E,56.173 m,97.266 km/h,5.31 m,
2274,S,2008/06/03,08:08:06.400,SPS,52.954728,N,6.514641,E,56.257 m,94.355 km/h,5.21 m,
2275,S,2008/06/03,08:08:06.600,SPS,52.954725,N,6.514566,E,56.244 m,91.917 km/h,5.06 m,
2276,S,2008/06/03,08:08:06.800,SPS,52.954720,N,6.514492,E,56.139 m,89.798 km/h,4.98 m,
2277,S,2008/06/03,08:08:07.000,SPS,52.954714,N,6.514419,E,56.162 m,88.227 km/h,4.96 m,
2278,S,2008/06/03,08:08:07.200,SPS,52.954705,N,6.514350,E,56.020 m,87.104 km/h,4.77 m,
2279,S,2008/06/03,08:08:07.400,SPS,52.954693,N,6.514281,E,55.945 m,84.884 km/h,4.80 m,
2280,S,2008/06/03,08:08:07.600,SPS,52.954679,N,6.514217,E,55.739 m,83.316 km/h,4.57 m,
2281,S,2008/06/03,08:08:07.800,SPS,52.954663,N,6.514155,E,55.408 m,83.626 km/h,4.55 m,
2282,S,2008/06/03,08:08:08.000,SPS,52.954645,N,6.514095,E,54.965 m,83.215 km/h,4.56 m,
2283,S,2008/06/03,08:08:08.200,SPS,52.954624,N,6.514038,E,54.484 m,83.174 km/h,4.52 m,
2284,S,2008/06/03,08:08:08.400,SPS,52.954599,N,6.513984,E,54.052 m,83.583 km/h,4.57 m,
2285,S,2008/06/03,08:08:08.600,SPS,52.954570,N,6.513932,E,53.836 m,84.782 km/h,4.75 m,
2286,S,2008/06/03,08:08:08.800,SPS,52.954539,N,6.513882,E,53.484 m,85.530 km/h,4.81 m,
2287,S,2008/06/03,08:08:09.000,SPS,52.954506,N,6.513832,E,53.107 m,86.373 km/h,4.97 m,
2288,S,2008/06/03,08:08:09.200,SPS,52.954471,N,6.513786,E,52.795 m,86.676 km/h,5.05 m,
2289,S,2008/06/03,08:08:09.400,SPS,52.954433,N,6.513743,E,52.534 m,88.934 km/h,5.14 m,
2290,S,2008/06/03,08:08:09.600,SPS,52.954392,N,6.513701,E,52.378 m,89.434 km/h,5.32 m,
2291,S,2008/06/03,08:08:09.800,SPS,52.954351,N,6.513662,E,52.223 m,90.692 km/h,5.25 m,
2292,S,2008/06/03,08:08:10.000,SPS,52.954307,N,6.513630,E,51.897 m,94.425 km/h,5.42 m,
2293,S,2008/06/03,08:08:10.200,SPS,52.954261,N,6.513602,E,51.761 m,96.992 km/h,5.44 m,
2294,S,2008/06/03,08:08:10.400,SPS,52.954211,N,6.513576,E,51.910 m,100.277 km/h,5.80 m,
2295,S,2008/06/03,08:08:10.600,SPS,52.954160,N,6.513554,E,52.104 m,101.884 km/h,5.90 m,
2296,S,2008/06/03,08:08:10.800,SPS,52.954108,N,6.513533,E,52.217 m,104.602 km/h,6.01 m,
2297,S,2008/06/03,08:08:11.000,SPS,52.954053,N,6.513517,E,52.410 m,106.276 km/h,6.17 m,
2298,S,2008/06/03,08:08:11.200,SPS,52.953995,N,6.513505,E,52.602 m,108.133 km/h,6.49 m,
2299,S,2008/06/03,08:08:11.400,SPS,52.953935,N,6.513493,E,52.788 m,109.594 km/h,6.73 m,
2300,S,2008/06/03,08:08:11.600,SPS,52.953875,N,6.513483,E,53.190 m,110.623 km/h,6.78 m,
2301,S,2008/06/03,08:08:11.800,SPS,52.953814,N,6.513474,E,53.452 m,110.348 km/h,6.74 m,
2302,S,2008/06/03,08:08:12.000,SPS,52.953755,N,6.513467,E,53.676 m,109.583 km/h,6.57 m,
2303,S,2008/06/03,08:08:12.200,SPS,52.953698,N,6.513460,E,54.006 m,108.738 km/h,6.44 m,
2304,S,2008/06/03,08:08:12.400,SPS,52.953642,N,6.513454,E,54.153 m,107.237 km/h,6.26 m,
2305,S,2008/06/03,08:08:12.600,SPS,52.953587,N,6.513448,E,54.037 m,105.744 km/h,6.05 m,
2306,S,2008/06/03,08:08:12.800,SPS,52.953534,N,6.513443,E,53.883 m,103.810 km/h,5.96 m,
2307,S,2008/06/03,08:08:13.000,SPS,52.953482,N,6.513437,E,53.773 m,101.879 km/h,5.83 m,
2308,S,2008/06/03,08:08:13.200,SPS,52.953430,N,6.513430,E,53.685 m,99.785 km/h,5.82 m,
2309,S,2008/06/03,08:08:13.400,SPS,52.953380,N,6.513423,E,53.565 m,96.928 km/h,5.56 m,
2310,S,2008/06/03,08:08:13.600,SPS,52.953330,N,6.513416,E,53.447 m,94.446 km/h,5.54 m,
2311,S,2008/06/03,08:08:13.800,SPS,52.953283,N,6.513406,E,53.301 m,92.520 km/h,5.26 m,
2312,S,2008/06/03,08:08:14.000,SPS,52.953238,N,6.513393,E,53.410 m,89.767 km/h,5.09 m,
2313,S,2008/06/03,08:08:14.200,SPS,52.953195,N,6.513379,E,53.487 m,87.464 km/h,4.95 m,
2314,S,2008/06/03,08:08:14.400,SPS,52.953152,N,6.513363,E,53.397 m,85.903 km/h,4.82 m,
2315,S,2008/06/03,08:08:14.600,SPS,52.953111,N,6.513344,E,53.586 m,82.418 km/h,4.73 m,
2316,S,2008/06/03,08:08:14.800,SPS,52.953073,N,6.513322,E,53.809 m,80.299 km/h,4.57 m,
2317,S,2008/06/03,08:08:15.000,SPS,52.953037,N,6.513295,E,53.909 m,79.295 km/h,4.40 m,
2318,S,2008/06/03,08:08:15.200,SPS,52.953002,N,6.513265,E,54.101 m,78.227 km/h,4.36 m,
2319,S,2008/06/03,08:08:15.400,SPS,52.952968,N,6.513234,E,54.123 m,77.272 km/h,4.31 m,
2320,S,2008/06/03,08:08:15.600,SPS,52.952937,N,6.513200,E,54.156 m,76.015 km/h,4.15 m,
2321,S,2008/06/03,08:08:15.800,SPS,52.952908,N,6.513163,E,54.150 m,75.617 km/h,4.04 m,
2322,S,2008/06/03,08:08:16.000,SPS,52.952882,N,6.513122,E,54.257 m,74.720 km/h,4.04 m,
2323,S,2008/06/03,08:08:16.200,SPS,52.952857,N,6.513077,E,54.449 m,74.011 km/h,4.05 m,
2324,S,2008/06/03,08:08:16.400,SPS,52.952837,N,6.513029,E,54.692 m,73.115 km/h,3.97 m,
2325,S,2008/06/03,08:08:16.600,SPS,52.952818,N,6.512979,E,54.775 m,72.893 km/h,3.99 m,
2326,S,2008/06/03,08:08:16.800,SPS,52.952802,N,6.512926,E,54.890 m,73.046 km/h,3.98 m,
2327,S,2008/06/03,08:08:17.000,SPS,52.952789,N,6.512872,E,54.974 m,73.264 km/h,3.92 m,
2328,S,2008/06/03,08:08:17.200,SPS,52.952779,N,6.512812,E,55.195 m,73.863 km/h,4.18 m,
2329,S,2008/06/03,08:08:17.400,SPS,52.952771,N,6.512750,E,55.483 m,74.618 km/h,4.26 m,
2330,S,2008/06/03,08:08:17.600,SPS,52.952767,N,6.512686,E,55.519 m,75.523 km/h,4.33 m,
2331,S,2008/06/03,08:08:17.800,SPS,52.952764,N,6.512621,E,55.729 m,77.825 km/h,4.41 m,
2332,S,2008/06/03,08:08:18.000,SPS,52.952764,N,6.512555,E,55.835 m,79.699 km/h,4.38 m,
2333,S,2008/06/03,08:08:18.200,SPS,52.952767,N,6.512490,E,55.956 m,80.721 km/h,4.41 m,
2334,S,2008/06/03,08:08:18.400,SPS,52.952771,N,6.512423,E,56.398 m,81.235 km/h,4.55 m,
2335,S,2008/06/03,08:08:18.600,SPS,52.952778,N,6.512354,E,56.706 m,82.517 km/h,4.72 m,
2336,S,2008/06/03,08:08:18.800,SPS,52.952790,N,6.512285,E,57.084 m,84.218 km/h,4.83 m,
2337,S,2008/06/03,08:08:19.000,SPS,52.952801,N,6.512214,E,57.414 m,86.187 km/h,4.96 m,
2338,S,2008/06/03,08:08:19.200,SPS,52.952816,N,6.512142,E,57.650 m,87.548 km/h,5.09 m,
2339,S,2008/06/03,08:08:19.400,SPS,52.952832,N,6.512070,E,57.990 m,88.370 km/h,5.20 m,
2340,S,2008/06/03,08:08:19.600,SPS,52.952850,N,6.511999,E,58.212 m,89.671 km/h,5.14 m,
2341,S,2008/06/03,08:08:19.800,SPS,52.952871,N,6.511929,E,58.446 m,90.813 km/h,5.27 m,
2342,S,2008/06/03,08:08:20.000,SPS,52.952894,N,6.511859,E,58.638 m,91.166 km/h,5.33 m,
2343,S,2008/06/03,08:08:20.200,SPS,52.952919,N,6.511792,E,58.815 m,92.291 km/h,5.32 m,
2344,S,2008/06/03,08:08:20.400,SPS,52.952946,N,6.511727,E,58.936 m,92.917 km/h,5.29 m,
2345,S,2008/06/03,08:08:20.600,SPS,52.952975,N,6.511663,E,59.041 m,94.204 km/h,5.46 m,
2346,S,2008/06/03,08:08:20.800,SPS,52.953007,N,6.511600,E,59.116 m,96.057 km/h,5.47 m,
2347,S,2008/06/03,08:08:21.000,SPS,52.953041,N,6.511539,E,59.241 m,97.216 km/h,5.61 m,
2348,S,2008/06/03,08:08:21.200,SPS,52.953078,N,6.511481,E,59.353 m,98.430 km/h,5.68 m,
2349,S,2008/06/03,08:08:21.400,SPS,52.953118,N,6.511425,E,59.470 m,98.983 km/h,5.79 m,
2350,S,2008/06/03,08:08:21.600,SPS,52.953161,N,6.511376,E,59.642 m,100.298 km/h,5.90 m,
2351,S,2008/06/03,08:08:21.800,SPS,52.953206,N,6.511330,E,59.436 m,100.298 km/h,5.83 m,
2352,S,2008/06/03,08:08:22.000,SPS,52.953252,N,6.511285,E,59.326 m,101.774 km/h,5.95 m,
2353,S,2008/06/03,08:08:22.200,SPS,52.953301,N,6.511247,E,58.491 m,102.904 km/h,6.08 m,
2354,S,2008/06/03,08:08:22.400,SPS,52.953352,N,6.511214,E,57.764 m,103.547 km/h,6.12 m,
2355,S,2008/06/03,08:08:22.600,SPS,52.953405,N,6.511186,E,57.052 m,105.352 km/h,6.23 m,
2356,S,2008/06/03,08:08:22.800,SPS,52.953460,N,6.511161,E,56.692 m,105.758 km/h,6.38 m,
2357,S,2008/06/03,08:08:23.000,SPS,52.953516,N,6.511139,E,56.055 m,106.989 km/h,6.41 m,
2358,S,2008/06/03,08:08:23.200,SPS,52.953573,N,6.511122,E,55.527 m,106.892 km/h,6.49 m,
2359,S,2008/06/03,08:08:23.400,SPS,52.953629,N,6.511109,E,54.860 m,107.739 km/h,6.36 m,
2360,S,2008/06/03,08:08:23.600,SPS,52.953685,N,6.511103,E,54.326 m,108.917 km/h,6.26 m,
2361,S,2008/06/03,08:08:23.800,SPS,52.953743,N,6.511103,E,53.798 m,109.727 km/h,6.45 m,
2362,S,2008/06/03,08:08:24.000,SPS,52.953802,N,6.511107,E,53.197 m,110.938 km/h,6.56 m,
2363,S,2008/06/03,08:08:24.200,SPS,52.953860,N,6.511116,E,52.754 m,112.685 km/h,6.51 m,
2364,S,2008/06/03,08:08:24.400,SPS,52.953919,N,6.511128,E,52.272 m,114.295 km/h,6.61 m,
2365,S,2008/06/03,08:08:24.600,SPS,52.953979,N,6.511147,E,51.793 m,116.709 km/h,6.81 m,
2366,S,2008/06/03,08:08:24.800,SPS,52.954038,N,6.511172,E,51.398 m,117.612 km/h,6.84 m,
2367,S,2008/06/03,08:08:25.000,SPS,52.954098,N,6.511202,E,51.005 m,119.391 km/h,6.97 m,
2368,S,2008/06/03,08:08:25.200,SPS,52.954159,N,6.511237,E,50.769 m,121.298 km/h,7.17 m,
2369,S,2008/06/03,08:08:25.400,SPS,52.954219,N,6.511276,E,50.460 m,123.535 km/h,7.19 m,
2370,S,2008/06/03,08:08:25.600,SPS,52.954279,N,6.511319,E,50.489 m,124.732 km/h,7.28 m,
2371,S,2008/06/03,08:08:25.800,SPS,52.954340,N,6.511364,E,50.453 m,127.152 km/h,7.45 m,
2372,S,2008/06/03,08:08:26.000,SPS,52.954400,N,6.511412,E,50.350 m,128.792 km/h,7.38 m,
